0,0,0,0,0,0,0,0,1,0,0,1,3,3,2,3,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,n
0,0,0,0,0,0,0,1,0,0,0,3,1,2,2,2,3,0,2,1,3,2,3,0,0,0,1,0,0,0,0,0,d
0,0,0,0,0,0,0,0,0,1,3,3,0,4,3,2,3,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,e
0,0,0,0,0,0,0,1,0,0,0,3,0,2,2,2,3,1,3,1,2,1,2,0,2,2,1,0,0,0,0,0,d
0,0,0,0,0,1,0,2,2,1,0,2,2,0,0,3,3,0,1,4,2,1,3,3,4,2,0,3,0,0,0,0,u
0,0,0,0,2,2,2,2,2,2,0,1,3,2,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,r
0,0,0,0,0,0,0,1,4,2,2,2,4,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,r
0,0,0,0,0,2,2,0,0,4,3,1,3,1,0,3,2,0,0,3,2,0,3,1,2,2,1,0,0,0,0,0,o
0,0,0,0,0,0,0,1,2,1,0,4,3,0,0,4,2,0,3,3,3,3,1,2,0,0,0,1,0,0,0,0,u
0,0,0,0,0,0,2,1,2,2,0,3,2,3,0,2,3,2,0,2,3,0,0,2,0,0,0,1,0,0,0,0,n
0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,2,1,2,2,2,3,0,1,3,3,0,0,2,1,2,2,2,d
0,0,0,0,0,0,0,0,0,3,2,3,3,1,1,3,2,1,2,0,3,2,2,2,0,0,0,0,0,0,0,0,e
0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,3,2,3,2,2,0,1,3,2,2,2,0,d
0,0,0,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,3,3,1,4,1,1,0,0,0,0,u
0,0,1,2,2,0,3,0,2,3,1,0,3,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,0,1,0,0,r
0,0,2,2,2,2,1,0,2,3,0,0,4,1,0,0,4,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,r
0,0,0,0,1,2,2,0,4,1,2,3,2,0,0,2,2,0,0,2,2,0,1,3,2,2,2,0,0,0,0,0,o
0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,4,0,3,3,2,3,0,0,0,0,0,0,0,0,u
0,0,0,0,1,1,2,1,2,3,0,2,4,1,0,2,4,0,0,2,3,0,0,2,1,0,0,1,0,0,0,0,n
0,0,0,2,0,0,0,3,0,0,0,4,1,3,3,4,3,0,0,4,2,0,0,3,2,0,1,2,3,2,3,3,d
0,0,0,0,0,0,0,0,0,2,4,2,3,2,3,2,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,e
0,0,0,1,0,0,0,2,0,0,2,2,1,2,3,2,3,0,2,1,2,0,3,1,3,3,1,3,0,0,0,1,d
0,0,0,0,1,0,0,0,2,0,1,0,2,0,2,0,2,0,3,0,2,1,2,2,2,2,0,0,0,0,0,0,u
0,0,1,3,0,0,2,0,2,0,3,0,2,2,1,0,2,3,0,0,3,2,0,0,2,0,0,0,2,0,0,0,r
0,0,0,0,0,0,3,2,1,2,1,0,2,3,0,0,2,2,0,0,4,1,0,0,4,0,0,0,0,0,0,0,r
0,0,0,0,1,4,3,1,2,0,0,3,3,0,0,2,2,0,0,2,2,0,1,3,3,2,3,0,0,0,0,0,o
0,0,0,0,1,0,1,0,2,0,4,0,2,0,4,0,2,2,3,0,3,3,1,2,1,1,0,2,0,0,0,0,u
0,0,0,0,2,0,0,0,2,0,3,2,2,1,2,2,2,3,0,2,4,1,0,2,3,0,0,3,0,0,0,0,n
0,0,0,2,0,0,0,2,0,0,0,2,0,0,1,3,0,3,2,3,3,1,0,2,2,0,0,2,3,2,2,2,d
0,0,0,0,0,0,2,2,0,2,1,2,2,2,3,1,2,2,0,0,2,0,0,0,2,2,1,0,0,0,0,0,e
0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,2,0,3,1,4,3,1,0,2,2,0,1,2,2,2,1,2,d
0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,3,0,0,2,1,2,2,3,0,0,0,0,0,0,0,0,u
0,0,0,0,1,0,0,0,3,2,3,2,0,3,0,0,0,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,r
0,0,2,3,1,3,1,0,3,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,r
0,0,0,0,0,0,0,0,2,2,0,0,2,1,2,3,2,0,0,3,2,2,2,1,0,0,0,0,0,0,0,0,o
0,0,0,0,0,0,0,0,3,0,0,2,2,0,0,2,2,0,1,3,3,3,1,0,0,0,0,0,0,0,0,0,u
0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,n
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,2,4,3,3,3,1,1,0,0,0,0,0,0,0,0,d
0,0,0,0,0,0,0,0,0,0,2,2,0,2,4,2,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,e
0,0,0,0,0,0,2,1,0,0,2,2,0,0,2,2,0,2,4,0,3,3,2,3,2,1,0,1,0,0,0,0,d
0,0,0,0,0,0,0,2,3,0,0,2,2,0,0,3,2,0,2,1,2,0,3,0,3,3,1,0,0,0,0,0,u
0,0,2,1,3,2,1,2,2,2,0,0,2,3,0,0,2,2,0,0,2,2,0,0,2,2,0,0,1,0,0,0,r
0,0,0,0,2,0,2,1,2,1,2,2,2,3,0,0,4,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,r
0,0,0,0,0,0,0,1,0,1,3,3,1,3,0,2,3,0,0,2,2,0,1,3,2,2,2,0,0,0,0,0,o
0,0,0,0,0,0,0,2,3,3,0,2,2,0,0,3,2,0,0,2,2,0,3,1,3,2,2,0,0,0,0,0,u
0,0,2,1,1,0,2,2,2,0,2,2,2,2,1,2,3,3,0,2,4,0,0,2,4,0,0,2,0,0,0,1,n
0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,4,0,0,0,4,0,0,2,3,2,2,2,2,3,2,3,0,d
0,0,0,0,0,1,2,2,3,2,0,2,3,1,1,2,4,2,2,0,1,3,1,0,0,0,1,0,0,0,0,0,e
0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,2,1,3,2,2,3,0,3,0,3,3,3,0,d
0,0,0,1,0,0,0,3,2,0,0,2,2,0,0,2,2,0,1,2,2,0,2,0,3,1,3,0,0,2,1,0,u
0,0,0,0,0,3,2,2,1,2,0,0,4,0,0,0,4,0,0,0,2,1,0,0,1,4,0,0,0,0,0,0,r
0,0,2,3,0,3,1,0,1,1,0,0,3,0,0,0,4,1,0,0,2,2,0,0,3,3,0,0,0,3,1,0,r
0,2,0,0,3,2,3,0,2,0,1,2,2,0,0,3,2,0,0,1,3,0,0,0,1,3,0,2,0,1,2,1,o
0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,2,2,0,0,3,3,2,3,1,0,2,0,0,0,0,0,0,u
0,0,0,0,0,0,0,0,0,0,4,0,2,0,3,2,3,2,2,3,0,3,0,1,0,0,0,0,0,0,0,0,n
0,0,2,0,0,0,2,0,0,0,4,0,0,0,3,0,0,2,4,1,3,1,2,3,2,3,1,0,3,2,0,0,d
0,0,2,2,1,3,1,2,3,0,0,2,2,0,0,3,2,0,3,1,2,1,1,0,3,0,0,0,1,1,0,0,e
0,0,0,0,0,2,0,0,0,2,1,0,0,3,2,0,3,2,3,0,4,0,2,1,1,0,0,3,0,0,0,0,d
0,0,0,0,0,0,0,0,2,0,1,1,2,1,3,2,3,3,0,2,2,0,0,3,0,0,0,0,0,0,0,0,u
0,0,0,0,0,1,3,2,1,3,0,0,3,2,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,r
0,0,0,0,0,0,3,2,0,3,1,0,2,2,0,0,4,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,r
0,0,0,0,0,0,0,0,0,2,3,4,2,1,0,2,3,0,2,3,3,3,1,0,0,0,0,0,0,0,0,0,o
0,0,0,0,0,0,0,0,2,0,1,1,2,0,3,2,2,3,1,2,4,1,0,3,0,0,0,0,0,0,0,0,u
