0,0,0,0,1,2,0,0,2,2,3,1,3,0,0,3,2,0,0,2,2,0,2,3,2,2,1,0,0,0,0,0,o
0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,m
0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,m
0,0,0,0,0,0,0,0,0,2,0,0,2,1,2,0,3,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,a
0,0,0,0,0,0,0,0,0,1,3,2,2,3,0,2,4,1,0,2,3,0,0,2,1,0,0,1,0,0,0,0,n
1,0,0,0,2,3,0,0,2,2,2,0,0,2,3,1,0,3,0,2,3,3,1,2,2,3,3,1,2,1,2,2,d
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,2,0,0,i
0,0,0,0,0,0,0,0,0,2,3,3,1,2,0,2,3,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,n
3,2,1,0,2,0,0,0,2,2,2,3,0,0,0,2,0,0,0,2,0,0,0,2,0,0,1,3,0,0,2,0,g
0,0,0,0,0,0,0,0,0,2,3,3,3,1,0,2,2,0,0,2,3,2,3,2,0,0,0,0,0,0,0,0,o
0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,4,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,m
0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,m
0,0,0,0,0,0,0,0,0,2,4,0,3,1,2,0,2,3,4,0,4,2,2,3,0,0,0,0,0,0,0,0,a
0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,n
0,0,0,2,0,0,2,1,0,0,2,0,0,0,2,0,0,0,1,2,3,2,1,2,2,2,1,3,2,1,0,1,d
0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,i
0,0,0,0,0,0,0,0,1,0,1,0,2,3,3,0,4,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,n
3,2,0,0,3,4,0,0,0,2,0,0,0,2,0,0,0,3,3,2,3,1,2,0,2,0,2,0,3,3,1,0,g
0,0,0,0,0,0,0,0,1,2,4,1,3,0,0,3,2,0,0,3,3,2,3,1,0,0,0,0,0,0,0,0,o
0,0,0,0,0,0,0,0,1,3,0,0,3,4,3,3,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,m
0,0,0,0,0,0,0,0,2,0,2,0,4,4,3,1,4,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,m
0,0,0,0,0,0,0,0,1,2,2,2,3,0,2,2,2,0,3,2,3,2,1,3,0,0,0,0,0,0,0,0,a
0,0,0,0,0,0,0,0,1,2,2,0,2,2,2,0,3,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,n
0,2,2,0,0,2,3,0,0,2,2,0,0,2,2,0,1,2,3,0,3,0,4,0,2,2,2,3,3,3,0,1,d
0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,i
0,0,0,0,0,0,0,0,0,0,3,1,2,2,1,2,2,3,0,3,2,1,0,2,0,0,0,0,0,0,0,0,n
0,2,3,2,0,3,2,2,0,2,1,2,0,0,0,3,0,0,0,2,0,0,0,2,3,0,0,2,1,3,2,3,g
0,0,0,0,1,4,3,1,2,1,0,3,3,0,0,2,2,0,0,2,2,0,1,3,2,2,3,0,0,0,0,0,o
0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,m
0,0,0,0,0,0,0,0,2,0,0,0,3,4,2,2,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,m
0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,a
0,0,0,0,0,0,0,0,0,3,2,2,4,0,0,2,2,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,n
0,0,0,0,0,0,0,0,0,3,2,0,0,2,2,0,2,4,1,0,3,3,3,2,1,0,0,0,0,0,0,0,d
0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,2,1,0,0,0,3,0,i
0,0,0,0,0,0,0,0,3,2,3,1,2,0,0,3,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,n
2,3,0,0,3,4,1,0,0,0,3,0,0,0,2,0,0,0,1,2,0,0,0,2,0,0,0,2,0,3,2,3,g
0,0,0,0,1,2,1,0,3,1,3,1,2,0,0,3,2,0,0,2,3,0,0,2,1,2,2,2,0,0,0,0,o
0,0,0,0,0,0,0,0,2,0,2,0,4,0,3,2,3,3,2,3,1,2,0,1,0,0,0,0,0,0,0,0,m
0,0,0,0,0,0,0,0,3,0,2,1,4,1,2,2,4,3,0,3,2,2,0,1,0,0,0,0,0,0,0,0,m
0,0,0,0,0,0,0,0,2,2,3,1,3,0,2,3,2,0,3,1,3,3,1,2,2,0,0,1,0,0,0,0,a
0,1,0,0,3,3,2,0,2,2,3,0,2,2,2,1,2,2,0,3,3,1,0,2,4,0,0,0,1,0,0,0,n
